time_dn,glideslope_error_deg,localizer_error_deg,airspeed_error_kts,total_error
738193.800515489,-0.2691,-0.0096,-0.3369,0.6156
738193.800518057,-0.2755,-0.0135,-0.3344,0.6234
738193.800520625,-0.2811,-0.0129,-0.3324,0.6264
738193.800523203,-0.2877,-0.016,-0.3308,0.6345
738193.800525779,-0.2914,-0.02,-0.3297,0.6411
738193.800528336,-0.2942,-0.0194,-0.329,0.6426
738193.800530918,-0.2959,-0.0234,-0.3288,0.6481
738193.800533482,-0.2968,-0.0274,-0.3289,0.6531
738193.800536048,-0.2964,-0.0315,-0.3291,0.657
738193.800538649,-0.2951,-0.0356,-0.3296,0.6603
738193.800541199,-0.293,-0.0397,-0.3303,0.663
738193.800543775,-0.2902,-0.0438,-0.3314,0.6654
738193.800546329,-0.2857,-0.0479,-0.3328,0.6664
738193.800548913,-0.2805,0.0521,-0.3346,0.6672
738193.800551469,-0.2748,0.0563,-0.3368,0.6679
738193.80055405,-0.2674,0.0605,-0.3393,0.6672
738193.800556632,-0.2594,0.0647,-0.3424,0.6665
738193.800559205,-0.2523,0.068,-0.3458,0.6661
738193.800561752,-0.2424,0.0723,-0.3497,0.6644
738193.800564335,-0.2316,0.0766,-0.354,0.6622
738193.800566899,-0.22,0.0809,-0.3586,0.6595
738193.800569479,-0.2075,0.0852,-0.3637,0.6564
738193.80057204,-0.1941,0.0896,-0.369,0.6527
738193.800574629,-0.1802,0.094,-0.3747,0.6489
738193.800577186,-0.165,0.0984,-0.3806,0.644
738193.800579789,-0.1513,0.1019,-0.3868,0.64
738193.800582319,-0.1348,0.1064,-0.3933,0.6345
738193.800584908,-0.1179,0.1108,-0.3999,0.6286
738193.800587458,-0.1004,0.1104,-0.4066,0.6174
738193.800590042,-0.0848,0.114,-0.4134,0.6122
738193.800592601,-0.0671,0.1186,-0.4203,0.606
738193.800595228,-0.0492,0.1231,-0.4271,0.5994
738193.80059775,-0.0337,0.1268,-0.4338,0.5943
738193.800600337,-0.0161,0.1264,-0.4405,0.583
738193.800602892,0.0018,0.131,-0.447,0.5798
738193.800605472,0.0172,0.1347,-0.4533,0.6052
738193.800608051,0.0345,0.1394,-0.4594,0.6333
738193.800610599,0.0513,0.1441,-0.4654,0.6608
738193.800613178,0.0656,0.1479,-0.471,0.6845
738193.800615744,0.082,0.1476,-0.4764,0.706
738193.800618328,0.0972,0.1523,-0.4815,0.731
738193.800620914,0.1097,0.1561,-0.4863,0.7521
738193.800623517,0.1238,0.1609,-0.4906,0.7753
738193.800626033,0.1374,0.1658,-0.4947,0.7979
738193.800628606,0.1481,0.1697,-0.4983,0.8161
738193.800631181,0.1601,0.1745,-0.5017,0.8363
738193.800633761,0.1693,0.1836,-0.5046,0.8575
738193.800636312,0.1803,0.1886,-0.5072,0.8761
738193.800638888,0.1903,0.1936,-0.5095,0.8934
738193.800641455,0.1973,0.1976,-0.5114,0.9063
738193.800644018,0.2062,0.2026,-0.5131,0.9219
738193.800646594,0.2129,0.2067,-0.5145,0.9341
738193.800649163,0.2214,0.217,-0.5158,0.9542
738193.800651742,0.2285,0.2211,-0.5169,0.9665
738193.800654304,0.2375,0.2263,-0.518,0.9818
738193.800656876,0.2469,0.2315,-0.519,0.9974
738193.800659461,0.2537,0.2357,-0.52,1.0094
738193.800662052,0.2632,0.2462,-0.5209,1.0303
738193.800664595,0.2693,0.2505,-0.5218,1.0416
738193.800667193,0.2787,0.2558,-0.5227,1.0572
738193.800669731,0.2877,0.2612,-0.5236,1.0725
738193.800672309,0.2945,0.2656,-0.5244,1.0845
738193.800674886,0.3039,0.271,-0.5252,1.1001
738193.800677457,0.3108,0.2754,-0.5259,1.1121
738193.800680035,0.3201,0.2754,-0.5266,1.1221
738193.80068259,0.328,0.2799,-0.5272,1.1351
738193.800685158,0.3378,0.2854,-0.5278,1.151
738193.800687729,0.3453,0.2899,-0.5284,1.1636
738193.800690306,0.3558,0.2955,-0.5291,1.1804
738193.800692881,0.364,0.2946,-0.5297,1.1883
738193.800695448,0.3744,0.3002,-0.5304,1.205
738193.800698017,0.383,0.2993,-0.5311,1.2134
738193.80070061,0.3939,0.305,-0.5319,1.2308
738193.800703207,0.4031,0.3096,-0.5328,1.2455
738193.800705733,0.4157,0.3098,-0.5339,1.2594
738193.800708321,0.4259,0.3089,-0.5351,1.2699
738193.800710871,0.439,0.3146,-0.5365,1.2901
738193.800713458,0.4526,0.3148,-0.538,1.3054
738193.800716008,0.4646,0.3139,-0.5395,1.318
738193.800718619,0.4763,0.313,-0.5409,1.3302
738193.800721158,0.4894,0.3132,-0.5423,1.3449
738193.800723736,0.5014,0.3123,-0.5435,1.3572
738193.800726294,0.5149,0.3125,-0.5446,1.372
738193.800728881,0.5253,0.3116,-0.5455,1.3824
738193.800731446,0.5352,0.3107,-0.5463,1.3922
738193.800734018,0.5483,0.3109,-0.547,1.4062
738193.800736604,0.5574,0.3099,-0.5475,1.4148
738193.800739161,0.57,0.3043,-0.5479,1.4222
738193.800741723,0.5789,0.3034,-0.5481,1.4304
738193.800744332,0.5885,0.3024,-0.5483,1.4392
738193.800746875,0.6005,0.2967,-0.5484,1.4456
738193.800749434,0.6089,0.2957,-0.5482,1.4528
738193.800752013,0.6182,0.29,-0.5479,1.4561
738193.800754572,0.624,0.2831,-0.5472,1.4543
738193.800757141,0.6266,0.282,-0.5461,1.4547
738193.800759713,0.6285,0.275,-0.5446,1.4481
738193.800762297,0.6321,0.2692,-0.5428,1.4441
738193.800764869,0.6318,0.2621,-0.5406,1.4345
738193.800767423,0.6326,0.2561,-0.5381,1.4268
738193.800770004,0.6293,0.2489,-0.5352,1.4134
738193.800772568,0.6246,0.2417,-0.5319,1.3982
738193.800775148,0.6221,0.2356,-0.5284,1.3861
738193.800777785,0.6154,0.2284,-0.5246,1.3684
738193.8007803,0.6098,0.221,-0.5208,1.3516
738193.800782851,0.6061,0.2148,-0.5168,1.3377
738193.800785442,0.6005,0.2073,-0.5129,1.3207
738193.800788,0.5984,0.1949,-0.509,1.3023
738193.800790592,0.5926,0.1873,-0.5052,1.2851
738193.800793167,0.5873,0.1797,-0.5015,1.2685
738193.80079572,0.5858,0.167,-0.4979,1.2507
738193.800798277,0.5822,0.1593,-0.4946,1.2361
738193.800800854,0.5827,0.1527,-0.4914,1.2268
